"oid","selectionName","subjectArea","maxSelections","minSelections","allowAlternates","sequenceNumber","instructions","gradeLevel","academicTrackOid"
"ATS000002uo58I","Other Arts Electives","Arts Electives","4","0","true","0","<p>These classes are open to all majors, space-permitting and depending upon availability in your schedule. Odd numbered classes are first semester; even are second semester. If you are interested in taking an elective not listed below, leave a note in the Notes for Counselor box about your request.</p>","11","ATR000002olkpM"
"ATS000002uo5Cm","History - Semester 1","History - Semester 1","1","0","true","32","<p>Students are required to take one full credit of history during their junior or senior year in order to graduate. If you would like to read more about the course descriptions and the graduation requirement, please click <a href=""https://docs.google.com/document/d/1-65WVmXc7dKXwXcoYWxO1fNzzk1FI8pko5m4m59armQ/edit"" target=""_blank"">here</a>. If you have questions, please leave a message in the <strong>Notes to Counselor</strong> section.</p>","11","ATR000002olkpM"
"ATS000002uo5DU","History - Semester 2","History - Semester 2","2","0","true","37","<p>Students are required to take one full credit of history during their junior or senior year in order to graduate. If you would like to read more about the course descriptions and the graduation requirement, please click <a href=""https://docs.google.com/document/d/1-65WVmXc7dKXwXcoYWxO1fNzzk1FI8pko5m4m59armQ/edit"" target=""_blank"">here</a>. If you have questions, please leave a message in the <strong>Notes to Counselor</strong> section.</p>","11","ATR000002olkpM"
"ATS000002uo5Jk","World Languages - All Year","World Lang. - Sem. 1 & 2","2","0","true","52","<p>Please be sure to select both semesters of your world language course which are listed below. Odd numbered courses are semester 1; even are semester 2.</p><p>To learn more about our World Language courses please click <a href=""https://docs.google.com/document/d/1YTibTDItY70180jYwZZJaZNc1w9T7CYUMCFktdPaoh0/edit"" target=""_blank"">here</a>.</p>","11","ATR000002olkpM"
"ATS000002xkWMp","English - Semester 1","English - Semester 1","1","1","false","10","<p>Most juniors should select English III below. If English is your second language, please select EL Placement Needed. To read more about Creative Writing courses that may be taken for English III credit, please click <a href=""https://docs.google.com/document/d/1NPLvc7g_32GaLVup1hybz19n0gAO0MvjgbHyei5qnwQ/edit"" target=""_blank"">here</a>. </p><p> </p>","11","ATR000002olkpM"
"ATS000002xkWNZ","English - Semester 2","English - Semester 2","1","1","true","18","<p>Most juniors should select English III below. If English is your second language, please select EL Placement Needed. To read more about Creative Writing courses that may be taken for English III credit, please click <a href=""https://docs.google.com/document/d/1NPLvc7g_32GaLVup1hybz19n0gAO0MvjgbHyei5qnwQ/edit"" target=""_blank"">here</a>. </p>","11","ATR000002olkpM"
"ATS000002xkWOn","Math - All Year","Math - Semester 1 & 2","3","0","false","21","<p>Math courses are year-long and are typically taken in this order: Algebra I, Geometry, Algebra II, Advanced Math or Precalculus, AP Calculus or AP Statistics. Be sure to select both semesters of the course you choose to take. (First semester courses end in an odd number; second semester, even). Computer Science Discoveries is a semester-long elective that is offered both semesters.</p><p>Interlochen requires two years of math to graduate, but most colleges require three to four years of math, including at least one year beyond Algebra II.</p><p>If you have completed Algebra II, please read the course descriptions for Advanced Math and Precalculus to determine which course is the best option for you.</p><p>To read more about the Math department click <a href=""https://docs.google.com/document/d/1rtHhjuMD5B0eAQWAq-s5UWtB4WDHNxSQk-TNRyg023c/edit"" target=""_blank"">here</a>.</p>","11","ATR000002olkpM"
"ATS000002xkWQR","Science - All Year","Science - Semester 1 & 2","2","0","true","42","<p>Most students should aim to take three years of science by the time they graduate. Chemistry, Physics, and Ecology are year-long courses, so you should select both semester below; all other courses are semester-long. Courses ending in an odd number are first semester; even numbers are second semester.</p><p>To read more about the Science department's offerings please click <a href=""https://docs.google.com/document/d/1H-x-y3lLhkRrpTfK4gjZmCGPx-fLmnhU7ZqDlOQzNoU/edit"" target=""_blank"">here</a>.</p>","11","ATR000002olkpM"
"ATS000002uo59C","Other Arts Electives","Arts Electives","4","0","true","0","<p>These classes are open to all majors, space-permitting and depending upon availability in your schedule. Odd numbered classes are first semester; even are second semester. If you are interested in taking an elective not listed below, leave a note in the Notes for Counselor box about your request.</p>","13","ATR000002olkpM"
"ATS000002uo5DA","History - Semester 1","History - Semester 1","1","0","true","34","<p>Taking History as a Post-Graduate is optional. To read more about the History department please click <a href=""https://docs.google.com/document/d/1-65WVmXc7dKXwXcoYWxO1fNzzk1FI8pko5m4m59armQ/edit"" target=""_blank"">here</a>.</p>","13","ATR000002olkpM"
"ATS000002uo5Ds","History - Semester 2","History - Semester 2","1","0","true","37","<p>Taking History as a Post-Graduate is optional. To read more about the History department please click <a href=""https://docs.google.com/document/d/1-65WVmXc7dKXwXcoYWxO1fNzzk1FI8pko5m4m59armQ/edit"" target=""_blank"">here</a>.</p>","13","ATR000002olkpM"
"ATS000002uo5L6","World Languages - All Year","World Lang. - Sem. 1 & 2","2","0","true","54","<p>Please be sure to select both semesters of your world language course which are listed below. Odd numbered courses are semester 1; even are semester 2.</p><p>To learn more about our World Language courses please click <a href=""https://docs.google.com/document/d/1YTibTDItY70180jYwZZJaZNc1w9T7CYUMCFktdPaoh0/edit"" target=""_blank"">here</a>.</p><p> </p>","13","ATR000002olkpM"
"ATS000002xkWNF","English - Semester 1","English - Semester 1","2","1","true","10","<p>Please select <strong>ONE</strong> English course per semester. To read more about the English department offerings please click <a href=""https://docs.google.com/document/d/1rHC3oGC7vlH9HqeorpJ0-85Ggvs7C7xzuJ7CrSoxHdE/edit"" target=""_blank"">here</a>. To read more about Creative Writing courses that may be taken for English credit, please click <a href=""https://docs.google.com/document/d/1NPLvc7g_32GaLVup1hybz19n0gAO0MvjgbHyei5qnwQ/edit"" target=""_blank"">here</a>. If English is your second language, please select EL Placement Needed.</p><p> </p>","13","ATR000002olkpM"
"ATS000002xkWNx","English - Semester 2","English - Semester 2","2","0","true","18","<p>Please select <strong>ONE</strong> English course per semester.  To read more about the English department offerings please click <a href=""https://docs.google.com/document/d/1rHC3oGC7vlH9HqeorpJ0-85Ggvs7C7xzuJ7CrSoxHdE/edit"" target=""_blank"">here</a>. To read more about Creative Writing offerings that may be taken for English credit, click <a href=""https://docs.google.com/document/d/1NPLvc7g_32GaLVup1hybz19n0gAO0MvjgbHyei5qnwQ/edit"" target=""_blank"">here</a>.</p><p>If English is your second language, please select EL Placement needed.</p>","13","ATR000002olkpM"
"ATS000002xkWPt","Math - All Year","Math - Semester 1 & 2","3","0","false","21","<p>Math is optional for Post-Graduates.</p><p>Math courses are year-long and are typically taken in this order: Algebra I, Geometry, Algebra II, Advanced Math or Precalculus, AP Calculus or AP Statistics. Be sure to select both semesters of the course you choose to take. (First semester courses end in an odd number; second semester, even). Computer Science Discoveries is a semester-long elective that is offered both semesters.</p><p>Interlochen requires two years of math to graduate, but most colleges require three to four years of math, including at least one year beyond Algebra II.</p><p>If you have completed Algebra II, please read the course descriptions for Advanced Math and Precalculus to determine which course is the best option for you.</p><p>To read more about the Math department click <a href=""https://docs.google.com/document/d/1rtHhjuMD5B0eAQWAq-s5UWtB4WDHNxSQk-TNRyg023c/edit"" target=""_blank"">here</a>.</p>","13","ATR000002olkpM"
"ATS000002xkWRP","Science - All Year","Science - Semester 1 & 2","2","0","true","44","<p>Science is optional for Post-Graduates. Chemistry, Physics, and Ecology are year-long courses, so you should select both semester below; all other courses are semester-long. Courses ending in an odd number are first semester; even numbers are second semester.</p><p>To read more about the Science department's offerings please click <a href=""https://docs.google.com/document/d/1H-x-y3lLhkRrpTfK4gjZmCGPx-fLmnhU7ZqDlOQzNoU/edit"" target=""_blank"">here</a>.</p>","13","ATR000002olkpM"
"ATS000002yl0SS","Theatre Arts Required Courses - year long","Arts Required - Sem 1 & 2","11","6","true","125","<p dir=""ltr"" style=""line-height:1.7999999999999998;margin-top:0pt;margin-bottom:12pt;""><span id=""docs-internal-guid-5e090705-7363-028a-061c-7e2432877f1a""><span style=""background-color:transparent; color:rgb(0, 0, 0); font-family:arial; font-size:11pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">In addition to Acting Technique and Theatre Company, all Seniors and Post-Graduates should enroll in Audition Technique.</span></span></p><p dir=""ltr"" style=""line-height:1.7999999999999998;margin-top:0pt;margin-bottom:12pt;""><span id=""docs-internal-guid-5e090705-7363-028a-061c-7e2432877f1a""><span style=""background-color:transparent; color:rgb(0, 0, 0); font-family:arial; font-size:11pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">Seniors and Post-Graduates should enroll in two of the following </span><strong style=""background-color:transparent; color:rgb(0, 0, 0); font-family:arial; font-size:11pt; font-variant-east-asian:normal; font-variant-numeric:normal; font-weight:700; vertical-align:baseline; white-space:pre-wrap"">first</strong><span style=""background-color:transparent; color:rgb(0, 0, 0); font-family:arial; font-size:11pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap""> semester courses:</span></span></p><ul style=""margin-top:0pt;margin-bottom:0pt;"">	<li dir=""ltr"" style=""list-style-type: disc; font-size: 11pt; font-family: Arial; color: rgb(0, 0, 0); background-color: transparent; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre;"">	<p dir=""ltr"" style=""line-height:1.7999999999999998;margin-top:8pt;margin-bottom:8pt;""><span id=""docs-internal-guid-5e090705-7363-028a-061c-7e2432877f1a""><span style=""background-color:transparent; font-size:11pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">Dance for Musical Theatre: Int/Adv</span></span></p>	</li>	<li dir=""ltr"" style=""list-style-type: disc; font-size: 11pt; font-family: Arial; color: rgb(0, 0, 0); background-color: transparent; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre;"">	<p dir=""ltr"" style=""line-height:1.7999999999999998;margin-top:8pt;margin-bottom:8pt;""><span id=""docs-internal-guid-5e090705-7363-028a-061c-7e2432877f1a""><span style=""background-color:transparent; font-size:11pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">Directing</span></span></p>	</li>	<li dir=""ltr"" style=""list-style-type: disc; font-size: 11pt; font-family: Arial; color: rgb(0, 0, 0); background-color: transparent; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre;"">	<p dir=""ltr"" style=""line-height:1.7999999999999998;margin-top:8pt;margin-bottom:8pt;""><span id=""docs-internal-guid-5e090705-7363-028a-061c-7e2432877f1a""><span style=""background-color:transparent; font-size:11pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">Fundamentals of Design</span></span></p>	</li>	<li dir=""ltr"" style=""list-style-type: disc; font-size: 11pt; font-family: Arial; color: rgb(0, 0, 0); background-color: transparent; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre;"">	<p dir=""ltr"" style=""line-height:1.7999999999999998;margin-top:8pt;margin-bottom:8pt;""><span id=""docs-internal-guid-5e090705-7363-028a-061c-7e2432877f1a""><span style=""background-color:transparent; font-size:11pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">Song & Dance Lab</span></span></p>	</li>	<li dir=""ltr"" style=""list-style-type: disc; font-size: 11pt; font-family: Arial; color: rgb(0, 0, 0); background-color: transparent; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre;"">	<p dir=""ltr"" style=""line-height:1.7999999999999998;margin-top:8pt;margin-bottom:8pt;""><span id=""docs-internal-guid-5e090705-7363-028a-061c-7e2432877f1a""><span style=""background-color:transparent; font-size:11pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">Stage Movement</span></span></p>	</li>	<li dir=""ltr"" style=""list-style-type: disc; font-size: 11pt; font-family: Arial; color: rgb(0, 0, 0); background-color: transparent; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre;"">	<p dir=""ltr"" style=""line-height:1.7999999999999998;margin-top:8pt;margin-bottom:8pt;""><span id=""docs-internal-guid-5e090705-7363-028a-061c-7e2432877f1a""><span style=""background-color:transparent; font-size:11pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">Voice and Diction</span></span></p>	</li>	<li dir=""ltr"" style=""list-style-type: disc; font-size: 12pt; font-family: Arial; color: rgb(138, 124, 118); background-color: transparent; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre;"">	<p dir=""ltr"" style=""line-height:1.7999999999999998;margin-top:8pt;margin-bottom:8pt;""><span id=""docs-internal-guid-5e090705-7363-028a-061c-7e2432877f1a""><span style=""background-color:transparent; color:rgb(0, 0, 0); font-size:11pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">Acting a Song</span></span></p>	</li>	<li dir=""ltr"" style=""list-style-type: disc; font-size: 12pt; font-family: Arial; color: rgb(138, 124, 118); background-color: transparent; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre;"">	<p dir=""ltr"" style=""line-height:1.7999999999999998;margin-top:8pt;margin-bottom:8pt;""><span id=""docs-internal-guid-5e090705-7363-028a-061c-7e2432877f1a""><span style=""background-color:transparent; color:rgb(0, 0, 0); font-size:11pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">Word of Mouth</span></span></p>	</li>	<li dir=""ltr"" style=""list-style-type: disc; font-size: 12pt; font-family: Arial; color: rgb(138, 124, 118); background-color: transparent; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre;"">	<p dir=""ltr"" style=""line-height:1.7999999999999998;margin-top:8pt;margin-bottom:8pt;""><span id=""docs-internal-guid-5e090705-7363-028a-061c-7e2432877f1a""><span style=""background-color:transparent; color:rgb(0, 0, 0); font-size:11pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">Intro to Classical Acting</span></span></p>	</li></ul><p dir=""ltr"" style=""line-height:1.7999999999999998;margin-top:0pt;margin-bottom:12pt;""><span id=""docs-internal-guid-5e090705-7363-028a-061c-7e2432877f1a""><span style=""background-color:transparent; color:rgb(0, 0, 0); font-family:arial; font-size:11pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">Seniors and Post-Graduates should enroll in two of the following </span><strong style=""background-color:transparent; color:rgb(0, 0, 0); font-family:arial; font-size:11pt; font-variant-east-asian:normal; font-variant-numeric:normal; font-weight:700; vertical-align:baseline; white-space:pre-wrap"">second</strong><span style=""background-color:transparent; color:rgb(0, 0, 0); font-family:arial; font-size:11pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap""> semester courses:</span></span></p><ul style=""margin-top:0pt;margin-bottom:0pt;"">	<li dir=""ltr"" style=""list-style-type: disc; font-size: 11pt; font-family: Arial; color: rgb(0, 0, 0); background-color: transparent; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre;"">	<p dir=""ltr"" style=""line-height:1.7999999999999998;margin-top:8pt;margin-bottom:8pt;""><span id=""docs-internal-guid-5e090705-7363-028a-061c-7e2432877f1a""><span style=""background-color:transparent; font-size:11pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">Acting for the Camera</span></span></p>	</li>	<li dir=""ltr"" style=""list-style-type: disc; font-size: 11pt; font-family: Arial; color: rgb(0, 0, 0); background-color: transparent; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre;"">	<p dir=""ltr"" style=""line-height:1.7999999999999998;margin-top:8pt;margin-bottom:8pt;""><span id=""docs-internal-guid-5e090705-7363-028a-061c-7e2432877f1a""><span style=""background-color:transparent; font-size:11pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">Advanced Musical Theatre Workshop</span></span></p>	</li>	<li dir=""ltr"" style=""list-style-type: disc; font-size: 11pt; font-family: Arial; color: rgb(0, 0, 0); background-color: transparent; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre;"">	<p dir=""ltr"" style=""line-height:1.7999999999999998;margin-top:8pt;margin-bottom:8pt;""><span id=""docs-internal-guid-5e090705-7363-028a-061c-7e2432877f1a""><span style=""background-color:transparent; font-size:11pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">Acting Shakespeare</span></span></p>	</li>	<li dir=""ltr"" style=""list-style-type: disc; font-size: 12pt; font-family: Arial; color: rgb(138, 124, 118); background-color: transparent; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre;"">	<p dir=""ltr"" style=""line-height:1.7999999999999998;margin-top:8pt;margin-bottom:8pt;""><span id=""docs-internal-guid-5e090705-7363-028a-061c-7e2432877f1a""><span style=""background-color:transparent; color:rgb(0, 0, 0); font-size:11pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">Theatre Topics: World Theatre</span></span></p>	</li>	<li dir=""ltr"" style=""list-style-type: disc; font-size: 11pt; font-family: Arial; color: rgb(0, 0, 0); background-color: transparent; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre;"">	<p dir=""ltr"" style=""line-height:1.7999999999999998;margin-top:8pt;margin-bottom:8pt;""><span id=""docs-internal-guid-5e090705-7363-028a-061c-7e2432877f1a""><span style=""background-color:transparent; font-size:11pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">Fundamentals of Design</span></span></p>	</li>	<li dir=""ltr"" style=""list-style-type: disc; font-size: 11pt; font-family: Arial; color: rgb(0, 0, 0); background-color: transparent; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre;"">	<p dir=""ltr"" style=""line-height:1.7999999999999998;margin-top:8pt;margin-bottom:8pt;""><span id=""docs-internal-guid-5e090705-7363-028a-061c-7e2432877f1a""><span style=""background-color:transparent; font-size:11pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">Theatre Topics: Mask</span></span></p>	</li>	<li dir=""ltr"" style=""list-style-type: disc; font-size: 11pt; font-family: Arial; color: rgb(0, 0, 0); background-color: transparent; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre;"">	<p dir=""ltr"" style=""line-height:1.7999999999999998;margin-top:8pt;margin-bottom:8pt;""><span id=""docs-internal-guid-5e090705-7363-028a-061c-7e2432877f1a""><span style=""background-color:transparent; font-size:11pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">Dance for Musical Theatre: Beg/Int</span></span></p>	</li>	<li dir=""ltr"" style=""list-style-type: disc; font-size: 12pt; font-family: Arial; color: rgb(138, 124, 118); background-color: transparent; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre;"">	<p dir=""ltr"" style=""line-height:1.7999999999999998;margin-top:8pt;margin-bottom:8pt;""><span id=""docs-internal-guid-5e090705-7363-028a-061c-7e2432877f1a""><span style=""background-color:transparent; color:rgb(0, 0, 0); font-size:11pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">Improvisation</span></span></p>	</li>	<li dir=""ltr"" style=""list-style-type: disc; font-size: 12pt; font-family: Arial; color: rgb(138, 124, 118); background-color: transparent; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre;"">	<p dir=""ltr"" style=""line-height:1.7999999999999998;margin-top:8pt;margin-bottom:8pt;""><span id=""docs-internal-guid-5e090705-7363-028a-061c-7e2432877f1a""><span style=""background-color:transparent; color:rgb(0, 0, 0); font-size:11pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">Voice and Diction</span></span></p>	</li>	<li dir=""ltr"" style=""list-style-type: disc; font-size: 12pt; font-family: Arial; color: rgb(138, 124, 118); background-color: transparent; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre;"">	<p dir=""ltr"" style=""line-height:1.7999999999999998;margin-top:8pt;margin-bottom:8pt;""><span id=""docs-internal-guid-5e090705-7363-028a-061c-7e2432877f1a""><span style=""background-color:transparent; color:rgb(0, 0, 0); font-size:11pt; font-variant-east-asian:normal; font-variant-numeric:normal; vertical-align:baseline; white-space:pre-wrap"">Physical Characterization</span></span></p>	</li></ul>","13","ATR000002olkpM"
"ATS000002pKIlY","Music Piano Required Courses - year long","Arts Required - Sem 1 & 2","4","2","false","61","<p>As a student in Piano you must take both semesters of your private lesson in piano.</p><p>It is also HIGHLY recommended that you take both semesters of Choir.</p>","10","ATR000002olkUO"
"ATS000002uGaHd","Other Arts Electives","Arts Electives","4","0","true","0","<p>These classes are open to all majors, space-permitting and depending upon availability in your schedule. Odd numbered classes are first semester; even are second semester. If you are interested in taking an elective not listed below, leave a note in the Notes for Counselor box about your request.</p>","10","ATR000002olkUO"
"ATS000002uGaJV","English - Semester 1","English - Semester 1","1","1","false","8","<p>As a sophomore you must enroll in English II. To read more about the English II curriculum please click <a href=""https://docs.google.com/document/d/1rHC3oGC7vlH9HqeorpJ0-85Ggvs7C7xzuJ7CrSoxHdE/edit"" target=""_blank"">here</a>.</p><p>If English is your second language, please select EL Placement Needed.</p>","10","ATR000002olkUO"
"ATS000002uGaL3","English - Semester 2","English - Semester 2","1","1","false","16","<p>As a sophomore you must enroll in English II. To read more about the English II curriculum please click <a href=""https://docs.google.com/document/d/1rHC3oGC7vlH9HqeorpJ0-85Ggvs7C7xzuJ7CrSoxHdE/edit"" target=""_blank"">here</a>.</p><p>If English is your second langauge, please select EL Placement Needed.</p>","10","ATR000002olkUO"
"ATS000002uGaMT","History - Semester 1","History - Semester 1","1","0","false","31","<p>If you did not take a World History class as a freshman or over the summer, you must select World History.</p><p>If you took World History last year, please sign up for Biology. If you took both World History and Biology as a freshman, please indicate so in the <strong>Notes to Counselor</strong> section. Your counselor will help you determine an alternative course plan.</p><p>To read more about the History department please click <a href=""https://docs.google.com/document/d/1-65WVmXc7dKXwXcoYWxO1fNzzk1FI8pko5m4m59armQ/edit"" target=""_blank"">here</a>.</p>","10","ATR000002olkUO"
"ATS000002uGaNB","History - Semester 2","History - Semester 2","1","0","false","36","<p>If you did not take a World History class as a freshman or over the summer, you must select World History.</p><p>If you took World History last year, please sign up for Biology. If you took both World History and Biology as a freshman, please indicate so in the <strong>Notes to Counselor</strong> section. Your counselor will help you determine an alternative course plan.</p><p>To read more about the History department please click <a href=""https://docs.google.com/document/d/1-65WVmXc7dKXwXcoYWxO1fNzzk1FI8pko5m4m59armQ/edit"" target=""_blank"">here</a>.</p>","10","ATR000002olkUO"
"ATS000002uGaNt","Interlochen 101","Interlochen 101","1","0","false","0","<p>This course is required for new sophomores.</p>","10","ATR000002olkUO"
"ATS000002uGaR3","Music Electives","Music Elect. - all year","4","0","false","91","<p>If you would like to take any of these courses all year, please select both of the listed semesters.</p><p>Jazz Ensemble is by audition. </p><p>*30-minute private lessons are available at an additional fee and are dependent upon available space and an audition. If you are interested in one of the lessons listed below, please select that lesson. If your instrument is not listed, please leave a message in the <strong>Notes for Counselor </strong>section.</p>","10","ATR000002olkUO"
"ATS000002uGaV5","Science - All Year","Science - Semester 1 & 2","2","0","true","41","<p>Most sophomores will take World History instead of a science. However, if you have not taken Biology and have space in your schedule, you should take Biology. If you are currently enrolled in Algebra II or higher, you are eligible for Chemistry or Physics.  </p><p>To read more about the Science department's offerings please click <a href=""https://docs.google.com/document/d/1H-x-y3lLhkRrpTfK4gjZmCGPx-fLmnhU7ZqDlOQzNoU/edit"" target=""_blank"">here</a>.</p><p>If you are selecting a science course, be sure to select both semesters of the course listed below. Odd numbered courses are semester 1; even are semester 2.</p>","10","ATR000002olkUO"
"ATS000002uGaXJ","World Languages - All Year","World Lang. - Sem. 1 & 2","2","0","true","51","<p>Please be sure to select both semesters of your world language course which are listed below. Odd numbered courses are semester 1; even are semester 2.</p><p>To learn more about our World Language courses please click <a href=""https://docs.google.com/document/d/1YTibTDItY70180jYwZZJaZNc1w9T7CYUMCFktdPaoh0/edit"" target=""_blank"">here</a>.</p>","10","ATR000002olkUO"
"ATS000002xkU3q","Math - All Year","Math - Semester 1 & 2","3","0","false","21","<p>Math courses are year-long and are typically taken in this order: Algebra I, Geometry, Algebra II, Advanced Math or Precalculus, AP Calculus or AP Statistics. Be sure to select both semesters of the course you choose to take. (First semester courses end in an odd number; second semester, even). Computer Science Discoveries is a semester-long elective that is offered both semesters.</p><p>Interlochen requires two years of math to graduate, but most colleges require three to four years of math, including at least one year beyond Algebra II.</p><p>If you have completed Algebra II, please read the course descriptions for Advanced Math and Precalculus to determine which course is the best option for you.</p><p>To read more about the Math department click <a href=""https://docs.google.com/document/d/1rtHhjuMD5B0eAQWAq-s5UWtB4WDHNxSQk-TNRyg023c/edit"" target=""_blank"">here</a>.</p><p> </p>","10","ATR000002olkUO"
"ATS000002pKIlT","Music Piano Required Courses - year long","Arts Required - Sem 1 & 2","4","2","false","60","<p>As a student in Piano you must take both semesters of your private lesson in piano.</p><p>It is also HIGHLY recommended that you take both semesters of Choir.</p>","09","ATR000002olkUO"
"ATS000002uGaHF","Other Arts Electives","Arts Electives","4","0","true","0","<p>These classes are open to all majors, space-permitting and depending upon availability in your schedule. Odd numbered classes are first semester; even are second semester. If you are interested in taking an elective not listed below, leave a note in the Notes for Counselor box about your request.</p>","09","ATR000002olkUO"
"ATS000002uGaJP","English - Semester 1","English - Semester 1","1","1","false","5","<p>As a freshman you must enroll in English I. To read more about the English I curriculum please click <a href=""https://docs.google.com/document/d/1rHC3oGC7vlH9HqeorpJ0-85Ggvs7C7xzuJ7CrSoxHdE/edit"" target=""_blank"">here</a>.</p><p>If English is your second language, please select EL Placement Needed.</p><p> </p>","09","ATR000002olkUO"
"ATS000002uGaKx","English - Semester 2","English - Semester 2","1","1","false","15","<p>As a freshman you must enroll in English I. To read more about the English I curriculum please click <a href=""https://docs.google.com/document/d/1rHC3oGC7vlH9HqeorpJ0-85Ggvs7C7xzuJ7CrSoxHdE/edit"" target=""_blank"">here</a>.</p><p>If English is your second language, please select EL Placement needed.</p>","09","ATR000002olkUO"
"ATS000002uGaMP","History - Semester 1","History - Semester 1","1","0","false","30","<p>Most freshman will <strong>NOT </strong>select this course. A typical freshman schedule includes English, Math, Biology, and World Language.  If you have already taken high-school level Biology or you are bilingual and will not study Spanish or French, you may select this course and provide an explanation in the <strong>Notes to Counselor</strong> section.</p><p>To read more about the History department please click <a href=""https://docs.google.com/document/d/1-65WVmXc7dKXwXcoYWxO1fNzzk1FI8pko5m4m59armQ/edit"" target=""_blank"">here</a>.</p>","09","ATR000002olkUO"
"ATS000002uGaN7","History - Semester 2","History - Semester 2","1","0","false","35","<p>Most freshman will <strong>NOT </strong>select this course. A typical freshman schedule includes English, Math, Biology, and World Language.  If you have already taken high-school level Biology or you are bilingual and will not study Spanish or French, you may select this course and provide an explanation in the <strong>Notes to Counselor</strong> section.</p><p>To read more about the History department please click <a href=""https://docs.google.com/document/d/1-65WVmXc7dKXwXcoYWxO1fNzzk1FI8pko5m4m59armQ/edit"" target=""_blank"">here</a>.</p>","09","ATR000002olkUO"
"ATS000002uGaNp","Interlochen 101","Interlochen 101","1","1","false","0","","09","ATR000002olkUO"
